SampleID,ConeAir_puff_01_mL,ConeAir_puff_02_mL,ConeAir_puff_03_mL,ConeAir_puff_04_mL,ConeAir_puff_05_mL,ConeAir_puff_06_mL,ConeAir_puff_07_mL,ConeAir_puff_08_mL,ConeAir_puff_09_mL,ConeAir_puff_10_mL,PaperAir_puff_01_mL,PaperAir_puff_02_mL,PaperAir_puff_03_mL,PaperAir_puff_04_mL,PaperAir_puff_05_mL,PaperAir_puff_06_mL,PaperAir_puff_07_mL,PaperAir_puff_08_mL,PaperAir_puff_09_mL,PaperAir_puff_10_mL,VentAir_puff_01_mL,VentAir_puff_02_mL,VentAir_puff_03_mL,VentAir_puff_04_mL,VentAir_puff_05_mL,VentAir_puff_06_mL,VentAir_puff_07_mL,VentAir_puff_08_mL,VentAir_puff_09_mL,VentAir_puff_10_mL,Circumference_cm,FilterBeforeVent_cm,FilterAfterVent_cm,TobaccoRodResistance_Pa_cm,FilterResistance_Pa_cm,NumPuffs,Tar_mg_per_cigarette,CO_mg_per_cigarette,Phenol_ug_per_cigarette
TRAIN-125,16.5022013979231,18.3990080241027,20.4728128588378,22.7165045338545,25.1087275791966,25.1232531135952,0,0,0,0,11.2540478757317,9.26276472763046,7.18847936969135,5.03733348135739,2.82754976118138,0.541391102856543,0,0,0,0,7.68623173025551,7.5849843984493,7.45438451581372,7.28629580935759,7.070941091548,6.18541881551091,0,0,0,0,1.7,1.85,1.15,160.433587247472,290.772916666667,5.91,8.80434182166985,6.132,
TRAIN-126,12.1655778065003,13.4502806907226,14.8518925225726,16.3719775689617,18.0075278248474,19.748871811265,0,0,0,0,6.8467827641209,5.62696244334306,4.36260870992135,3.05700657678418,1.71856254714209,0.362993782634779,0,0,0,0,16.1994488457593,16.0398949817049,15.8400076622944,15.5898187965248,15.2772804919183,14.888166766558,0,0,0,0,1.7,1.85,1.15,137.0799393876,355.764814814815,6,6.29129119984783,4.616,
TRAIN-127,9.93859253176028,11.0320854108799,12.235949868389,13.5562097561195,14.9966286200773,14.9015621722625,0,0,0,0,5.84951062344971,4.82682259510962,3.76058231695681,2.650805620782,1.50097652591288,0.287843330502446,0,0,0,0,19.3942078014809,19.2422102340483,19.0506991562424,18.8093564426209,18.505348330665,16.3106202147769,0,0,0,0,1.7,1.85,1.15,144.156608126178,355.764814814815,5.9,5.65999475803163,4.006,
TRAIN-128,14.2923260370949,15.8846180978056,17.6253636728282,19.5128585416597,21.5366052575884,16.5714008058592,0,0,0,0,9.05625385888766,7.45281457171939,5.78493497895479,4.05680130437746,2.28080630980827,0.33688855967174,0,0,0,0,11.9740300173855,11.841892100655,11.673538616209,11.4593739414929,11.1878078250003,7.59174574513969,0,0,0,0,1.7,1.85,1.15,151.483046067341,355.764814814815,5.7,7.31174537032821,5.234,
TRAIN-129,16.4330396487097,18.3151357934951,20.3708292206816,22.5921954210914,24.956958388389,21.6639097438868,0,0,0,0,11.1720715917679,9.1928676125189,7.13193413212335,4.99576076274402,2.80291272633249,0.465652014694497,0,0,0,0,7.83247601911078,7.73591577254914,7.6115230131411,7.45167081705958,7.24725102761032,5.52049218947942,0,0,0,0,1.7,1.85,1.15,160.030384956449,355.764814814815,5.79,8.33155297101468,5.827,
TRAIN-130,13.0931467871827,14.0314854713674,15.0270456962963,16.0803227990274,17.1908561677953,18.3569500263155,2.93630399797563,0,0,0,5.06247178036676,4.27598853558831,3.47775776323247,2.67084814095196,1.85977051315421,1.05083770684833,0.0378853830455451,0,0,0,16.9558244778373,16.7603768455312,16.5321911686361,16.2658784373307,15.9552602188091,15.5933054818328,2.2758129822866,0,0,0,1.7,1.85,1.15,147.001244541633,324.6,6.15,7.01826686476882,5.017,
TRAIN-131,10.6758516837562,12.062576078921,13.6181865334432,15.3549927945412,17.2807643563262,14.352228081659,0,0,0,0,8.61677696219477,7.17375986825925,5.64573395931923,4.02453827381329,2.30678589107691,0.368437993599128,0,0,0,0,16.0701404356352,15.9679896477706,15.833066994388,15.6546529001121,15.4187220179706,11.1793796043083,0,0,0,0,1.7,1.85,1.15,144.031395960487,324.6,5.74,6.19624414825986,4.136,
TRAIN-132,11.199849995019,12.5451967880461,14.0397401691767,15.6922904377857,17.5076364220259,18.8992192344291,0,0,0,0,7.80807392693748,6.46990471509792,5.06402901385695,3.5873819788001,2.04182629322157,0.424184659817663,0,0,0,0,16.2821631023414,16.1471492012394,15.9726722775716,15.7470560154574,15.4554005045162,14.6266421270583,0,0,0,0,1.7,1.85,1.15,167.389233544435,324.6,5.97,7.10189245486565,4.766,
TRAIN-133,11.5788602847784,12.9269106968657,14.4175598333505,16.0575562752838,17.8492656761149,19.7879583284834,0,0,0,0,7.65977231075591,6.33367395212514,4.94517809981305,3.49313610897344,1.98159937457711,0.422796924443269,0,0,0,0,16.034153416001,15.8915711706825,15.7087293326502,15.4742120733838,15.1736491713589,14.7892886026636,0,0,0,0,1.7,1.85,1.15,159.340231471049,324.6,6,6.63893580918464,4.768,
TRAIN-134,12.0358625488303,13.1066152886693,14.2619502362581,15.5041997889429,16.8339508922182,18.2492865024501,5.33110974414179,0,0,0,6.94558727449049,5.92390500593049,4.86915165553908,3.7821015930806,2.66562946287717,1.52554029657963,0.100327465804565,0,0,0,16.2380577916547,16.1049908532934,15.9438520680687,15.7487567165662,15.5127092603436,15.2274906973105,4.01857194759182,0,0,0,1.7,1.85,1.15,143.370716506486,324.6,6.27,6.41804571317886,4.501,
TRAIN-135,11.779614147743,13.064201522104,14.4733128300368,16.0110262241424,17.6774109776127,19.0770931983596,0,0,0,0,6.9388887633541,5.71557819751445,4.44307054745399,3.12302019183647,1.76197344681686,0.366227889935485,0,0,0,0,16.5041621526512,16.3437095754493,16.1412650465038,15.8859121036839,15.5642085247477,14.8567128754025,0,0,0,0,1.7,1.85,1.15,146.53162217871,324.6,5.98,6.43700437181833,4.535,
TRAIN-136,10.9939158223743,12.2989079866845,13.7463475828404,15.3442791272228,17.0968868283735,6.65065820274864,0,0,0,0,7.50475464450096,6.21480482512525,4.86100858644625,3.44091948274054,1.95683795556508,0.146558512649074,0,0,0,0,16.773943938493,16.6385771095823,16.4642991088026,16.2398222860842,15.9508214162694,5.45279878661905,0,0,0,0,1.7,1.85,1.15,153.639740921245,324.6,5.35,6.02044428016894,4.234,
TRAIN-137,11.8210788788937,12.9070334620308,14.0823943781349,15.3500802455173,16.7111852297279,18.1641270833241,1.97035793643561,0,0,0,7.23070313560852,6.17678297362721,5.08587284300806,3.95803810983937,2.79548551960144,1.60348466958057,0.0391514181545432,0,0,0,16.1886444319469,16.0649416385734,15.9142082512378,15.7305534244593,15.5069207469567,15.2349581240923,1.49049441681421,0,0,0,1.7,1.85,1.15,141.756169201539,324.6,6.1,6.70670571579315,4.71,
TRAIN-138,11.7730772011866,13.0761060964289,14.5076336259474,16.0720556016293,17.7695421136273,16.2628219955619,0,0,0,0,7.130052046704,5.87776025648408,4.57324447392467,3.21768470718622,1.81730488620242,0.320268437671624,0,0,0,0,16.3316062327636,16.1764814731906,15.9800521399106,15.7313830064689,15.416960858458,12.4669400938516,0,0,0,0,1.7,1.85,1.15,146.346305306649,324.6,5.83,6.41300746035489,4.137,
TRAIN-139,11.5542057888152,12.8498686067936,14.2757465139467,15.8368190140461,17.5339101512302,19.1677479870898,0,0,0,0,7.1564782970062,5.90466991562615,4.59879125365168,3.23938292245148,1.83195734044171,0.385657064198636,0,0,0,0,16.5290738816176,16.3787391581764,16.187834461877,15.9454489714838,15.6380409772714,15.0966323607682,0,0,0,0,1.7,1.85,1.15,144.264426729922,324.6,5.99,6.64534342945247,4.966,
TRAIN-140,11.7167302373673,12.7586848521658,13.8837022865755,15.0944939678529,16.3922480121415,17.7759414001591,0.192414836672778,0,0,0,6.71794921617103,5.73103569513061,4.711979702282,3.6613761527621,2.58177331783939,1.47845359139876,0.00360395235145582,0,0,0,16.7753560817035,16.6399350949754,16.4760345669851,16.2776780064795,16.0377421050521,15.7478242732201,0.153981535987002,0,0,0,1.7,1.85,1.15,146.906602574234,324.6,6.01,6.83076847651462,4.74,
TRAIN-141,11.7435852335807,13.0520347907551,14.4902007805457,16.0624108883121,17.7685818333832,19.60183844731,0,0,0,0,7.21183632261702,5.9471768056234,4.62894604010537,3.25813932042324,1.84088729943706,0.391026695758813,0,0,0,0,16.2849772464794,16.1343510878828,15.94331899865,15.701116578673,15.3944385785778,15.0071725995026,0,0,0,0,1.7,1.85,1.15,141.122753657795,324.6,6,6.39012880237827,4.61,
TRAIN-142,11.7073146657553,12.9999082266829,14.4199161473813,15.9718704386108,17.656241480058,17.9098589760086,0,0,0,0,7.04828333598847,5.80997148872314,4.52023830956825,3.18025911707508,1.79614679610656,0.350875643943588,0,0,0,0,16.4749443207605,16.3181123001408,16.1196630313058,15.8686047081433,15.5513490567776,13.9392985897129,0,0,0,0,1.7,1.85,1.15,147.786492677054,324.6,5.92,6.49169734133067,4.267,
TRAIN-143,11.4941314343895,12.7870956660358,14.2111933956668,15.7719522558061,17.4709596277448,16.9871598067625,0,0,0,0,7.13819672673776,5.89126982341155,4.58996455315393,3.23455728515553,1.83019318039314,0.342696702598866,0,0,0,0,16.6071857910856,16.4548179773651,16.2611942807574,16.015144858679,15.7027586454871,13.4701768138011,0,0,0,0,1.7,1.85,1.15,151.496148936278,324.6,5.88,6.33977481588679,4.291,
TRAIN-144,11.2878688754186,12.3951261317064,13.6024928239593,14.9148712651422,16.3354628625156,17.8647849200272,0.584981320614918,0,0,0,7.73568971537916,6.63102341163175,5.48124349415383,4.28447393963182,3.04086939259793,1.75369466843358,0.012922100577124,0,0,0,16.25974504273,16.1499806108325,16.0144197145398,15.8469346803795,15.6400301511597,15.3846339541968,0.452097958902228,0,0,0,1.7,1.85,1.15,154.182312534886,324.6,6.03,6.45485426033109,4.784,
TRAIN-145,9.2525720381872,10.6943534156327,12.3518107792689,14.248707536893,2.4114950384575,0,0,0,0,0,6.56252617081721,5.1677955790751,3.67602409648032,2.07875107825712,0.0554094835379009,0,0,0,0,0,19.4250197561815,19.2515077376125,19.0117071278069,18.6794526293035,2.67810135712929,0,0,0,0,0,1.7,1.85,1.15,170.96260846739,291.0625,4.147,6.30961128167558,5.81,
TRAIN-146,8.9235959700928,10.3534508571992,12.0052753308926,13.9058995764999,9.08465458590822,0,0,0,0,0,6.64902800919113,5.24819506158656,3.74397586507302,2.12460028947842,0.218585053651094,0,0,0,0,0,19.6804409952778,19.51849706757,19.2926893662995,18.9768591256581,10.4717845290128,0,0,0,0,0,1.7,1.85,1.15,176.632741149733,291.0625,4.565,6.54868779148495,5.95,
TRAIN-147,8.28787557817963,10.3475562055366,12.9100162658052,14.6093176827664,0,0,0,0,0,0,7.77761015520422,5.64052002364646,3.2289918665966,0.433477488829593,0,0,0,0,0,0,19.2946991303818,19.1402402366448,18.8831355305652,16.7722639272444,0,0,0,0,0,0,1.7,1.85,1.15,186.52130228529,291.0625,3.909,5.95945303447381,5.69,
TRAIN-148,8.64839833869685,10.7024757137342,13.2291767111152,15.3940070246495,0,0,0,0,0,0,7.49006645150672,5.40471522578577,3.07296857415713,0.424580847399239,0,0,0,0,0,0,19.186484334511,19.0077710288256,18.7175299859022,17.2214661490793,0,0,0,0,0,0,1.7,1.85,1.15,174.815527899425,291.0625,3.944,5.75750688145318,5.45,
TRAIN-149,9.76722000633316,11.0478543435414,12.4879066032782,14.1016953992516,0.969998445715809,0,0,0,0,0,4.97782292769827,3.87216831351323,2.71538322970134,1.51067422649992,0.0164072056396965,0,0,0,0,0,20.3902882111436,20.1428942165574,19.8181835348706,19.3913080389208,1.14859561875862,0,0,0,0,0,1.7,1.85,1.15,176.770313505015,324.365740740741,4.061,6.53526283948095,6.29,
TRAIN-150,8.81345880855742,10.7133668765523,13.0008572427095,14.4048238547984,0,0,0,0,0,0,6.41849128874459,4.58595774785001,2.57421957007823,0.33962772948656,0,0,0,0,0,0,20.0068828979794,19.7839159123777,19.438928118384,17.3155850120875,0,0,0,0,0,0,1.7,1.85,1.15,165.107825877984,324.365740740741,3.916,6.05576522502469,6.51,
TRAIN-151,7.25646013746277,9.27340307463482,11.8536312818236,14.2582368636313,0,0,0,0,0,0,8.37239674912814,6.14756755099255,3.58026115753384,0.509690029610489,0,0,0,0,0,0,19.8272664448395,19.7443514439778,19.5952300605467,18.2021557185032,0,0,0,0,0,0,1.7,1.85,1.15,203.38435852356,356.363095238095,3.942,6.09408589252337,6.36,
TRAIN-152,7.89550084698351,9.51777521973645,11.4759998376964,13.8338115868187,5.66326446212377,0,0,0,0,0,9.43572807591257,7.59165433197018,5.54782953618809,3.24296377047709,0.208049975615056,0,0,0,0,0,18.2048528440624,18.1527895914085,18.0708064791656,17.9404566577775,6.02872104354868,0,0,0,0,0,1.7,1.85,1.15,193.721213300809,356.363095238095,4.34,6.04109597500623,6.27,
TRAIN-153,8.13399305938955,10.1816498571362,12.7318732828169,14.6698122024689,0,0,0,0,0,0,7.85838656752729,5.70555613734791,3.27061842150821,0.446934527703116,0,0,0,0,0,0,19.3800329956904,19.2456852387038,19.0204768422755,17.2233156819206,0,0,0,0,0,0,1.7,1.85,1.15,181.602946924148,356.363095238095,3.924,5.70119912636768,5.68,
TRAIN-154,8.0221336826461,9.49751868226154,11.2401216162016,13.2902767379217,6.525174723411,0,0,0,0,0,7.7822673428303,6.20827046439499,4.48716805824857,2.58678905427069,0.199624115210162,0,0,0,0,0,19.5650231779299,19.4723416624985,19.3359669407599,19.1342438765948,7.83522907224308,0,0,0,0,0,1.7,1.85,1.15,181.291512830354,356.363095238095,4.416,5.8496975392881,5.86,
TRAIN-155,12.5205932952593,13.7968230218407,15.1888391479575,16.7004305611204,18.332339713605,9.4580536893177,0,0,0,0,6.45510828030384,5.29711060916947,4.10064493918792,2.8692461691303,1.61090270780202,0.160094379673558,0,0,0,0,16.2092549732215,16.0081199703787,15.7579067214412,15.4466422572934,15.0596794581518,6.86686512958025,0,0,0,0,1.7,1.85,1.15,173.8264874545,291.0625,5.471,7.91178264294985,6.89,
TRAIN-156,12.7664528773597,14.3823764773106,16.1766732494626,18.1535507331421,20.1456187552948,0,0,0,0,0,6.38560117328048,4.9408625914327,3.44110224374736,1.89743000984596,0.331250574785527,0,0,0,0,0,16.0264286843182,15.759513632608,15.4103451888015,14.9538035337493,14.2431572578388,0,0,0,0,0,1.7,1.85,1.15,176.293221071877,291.0625,4.992,7.50108850894305,6.09,
TRAIN-157,9.75080136639574,11.6120248958896,13.8225034816275,16.4336537229903,14.3622572610065,0,0,0,0,0,10.1836179032135,8.13484767187426,5.88860837757611,3.39954395254453,0.465137059525919,0,0,0,0,0,15.596986200791,15.5110315244257,15.3810807431179,15.1833898239418,10.9676785805487,0,0,0,0,0,1.7,1.85,1.15,179.152035539707,291.0625,4.737,7.47453034153637,6.42,
TRAIN-158,9.92552002262312,11.8095863499408,14.0444005508477,16.6803362489222,10.6096919667052,0,0,0,0,0,10.2644212358594,8.19472182825145,5.92750492252288,3.41864673964436,0.34038219294483,0,0,0,0,0,15.342610626804,15.2540053892493,15.1203680813665,14.9176040463872,7.84497887336296,0,0,0,0,0,1.7,1.85,1.15,182.357806348356,291.0625,4.537,7.06489767497298,6.35,
TRAIN-159,13.4081944135702,14.6071849217089,15.8965725991662,17.2767001562112,18.7452483297347,11.1223779769552,0,0,0,0,5.52405883278909,4.499158680351,3.45388079657958,2.39442774631858,1.33075527275553,0.152191161370084,0,0,0,0,16.1974948593027,15.9645210224688,15.6820986866942,15.3399528984719,14.9259563725335,7.90544103397861,0,0,0,0,1.7,1.85,1.15,161.846687874367,324.365740740741,5.548,7.51864846032602,5.7,
TRAIN-160,10.9471682525272,12.7483485740779,14.8249238668109,17.1986688845763,10.4744116734475,0,0,0,0,0,8.79814463655366,6.94161849815708,4.94663021012416,2.80054663595525,0.267561984359249,0,0,0,0,0,15.6252574411224,15.4866764380371,15.2903016885412,15.0116525734173,7.70305958132395,0,0,0,0,0,1.7,1.85,1.15,161.786336472205,324.365740740741,4.527,6.45359229756203,5.15,
TRAIN-161,13.114089893255,14.3936925428636,15.7796964281671,17.2729008602651,18.8704004840218,8.12281818944385,0,0,0,0,6.36221454229204,5.20521232664926,4.01550034460389,2.79840172020003,1.56388480500104,0.129655610610572,0,0,0,0,15.6973649402131,15.4965714774027,15.2489572311896,14.943830852589,14.5684099423882,5.57253621306047,0,0,0,0,1.7,1.85,1.15,175.463325102948,356.363095238095,5.395,7.56149801271782,5.93,
TRAIN-162,12.4476432884973,14.0107636534544,15.743571893798,17.6490719282514,14.9092082231693,0,0,0,0,0,6.16123512619025,4.76507022998254,3.31692689792228,1.8278962579078,0.243044951635102,0,0,0,0,0,16.5608552300201,16.3027780797101,15.9661838372166,15.5275658016083,11.3077658179912,0,0,0,0,0,1.7,1.85,1.15,183.09649168768,356.363095238095,4.756,6.14148655139944,5.35,
TRAIN-163,10.9670756779209,12.765594077781,14.8385892539273,17.2081148289701,13.5985748476204,0,0,0,0,0,8.75015946998747,6.90236796397429,4.91755733488071,2.78343963919067,0.345076385658349,0,0,0,0,0,15.6490077982191,15.5065601160783,15.3049465357214,15.019176553193,9.99639100280822,0,0,0,0,0,1.7,1.85,1.15,186.283700678162,356.363095238095,4.684,6.48631791892107,5.44,
TRAIN-164,14.7600519149296,16.235307144958,17.8326867489791,19.5506655003442,21.3819943298806,4.45250124819619,0,0,0,0,7.61049203603497,6.22738913322419,4.80365355911276,3.3462028149873,1.86822529163442,0.0747673709065402,0,0,0,0,12.8546266744957,12.6613721953873,12.4211456717173,12.1228616328293,11.7532963615137,2.15773778235712,0,0,0,0,1.7,1.85,1.15,188.459329365433,291.0625,5.191,7.51612406083666,5.32,
TRAIN-165,12.5343052680636,14.1876166610368,16.0442094890648,18.1174015410536,20.4133014074337,9.03248080517974,0,0,0,0,10.4541509529849,8.70167219946049,6.84561497554657,4.87650912310083,2.79174890737891,0.236929830327076,0,0,0,0,12.4782073458545,12.3742333948884,12.2355631853315,12.0503732216943,11.8030863348511,4.52062092489709,0,0,0,0,1.7,1.85,1.15,197.406316890222,291.0625,5.394,8.09090061873665,5.93,
TRAIN-166,11.2883547600609,13.0454463129695,15.0723281457432,17.4017059770888,20.0615628842288,3.59838030650268,0,0,0,0,12.7088567641738,10.6932197114058,8.52364812059791,6.16828202708975,3.59745510315174,0.12350317119239,0,0,0,0,11.7292524258194,11.6784951905948,11.6062508946386,11.5029309946786,11.3546915950032,1.73813811431166,0,0,0,0,1.7,1.85,1.15,180.739383659733,291.0625,5.156,7.87251465255834,6.06,
TRAIN-167,14.6698710011008,16.1221768426954,17.6919646179378,19.3768674584954,21.168717916892,14.3840879865813,0,0,0,0,7.47638827118328,6.114037507576,4.71299615217139,3.28048602191046,1.82991561427678,0.239021479322447,0,0,0,0,13.0722619348002,12.8840781446948,12.6507178349956,12.3617341018276,12.0047636402961,7.21691071250925,0,0,0,0,1.7,1.85,1.15,178.056118764446,324.365740740741,5.624,8.27841070835614,5.88,
TRAIN-168,15.3183667189536,16.740088850499,18.2654628120207,19.8903355786897,21.6052236965857,1.16968254267215,0,0,0,0,7.02235075026655,5.72095662131201,4.3913184482525,3.04227430497883,1.68835301642544,0.0175731621327957,0,0,0,0,12.8466997634203,12.6416008691544,12.3904717676358,12.0834957498245,11.7092722675003,0.562745642521422,0,0,0,0,1.7,1.85,1.15,175.656573135394,324.365740740741,5.05,7.03234884140889,5.06,
TRAIN-169,13.5268655532251,15.1154538084706,16.867617860668,18.7866005391669,20.8676679086634,2.49413449001808,0,0,0,0,9.27775779605049,7.66363558384041,5.97476928425009,4.21150531793905,2.38192333758075,0.0546532147347553,0,0,0,0,12.5470379940959,12.4173222098884,12.2499379049573,12.0340647717388,11.7562325777175,1.23121838749861,0,0,0,0,1.7,1.85,1.15,167.681187663778,324.365740740741,5.108,7.29656251554337,5.16,
TRAIN-170,11.1640484972171,12.8878447035032,14.8733855407598,17.1516193857656,19.7486482037127,5.82810248028573,0,0,0,0,12.3892175040335,10.4196323129664,8.30093535637626,6.00302501252979,3.49825689711882,0.197672038717466,0,0,0,0,12.1446582272985,12.0928893474982,12.019547335407,11.9151745464696,11.7662040984007,2.96925944642003,0,0,0,0,1.7,1.85,1.15,180.916077464188,324.365740740741,5.257,7.6168486700604,6.3,
TRAIN-171,14.5682804429801,16.073975728899,17.7077023581783,19.4670930969054,21.3429409434154,12.7774556221208,0,0,0,0,8.04387553930705,6.59281316180742,5.09442703072355,3.55519246780118,1.98851487518663,0.228725149069784,0,0,0,0,12.6409238905783,12.4730086177333,12.2628059042751,12.0000543989494,11.6725339267091,6.17384010811545,0,0,0,0,1.7,1.85,1.15,182.59613392449,356.363095238095,5.548,7.68929129133978,5.7,
TRAIN-172,12.2293731037626,14.2976493024987,16.6880648767166,19.4220703162962,11.8555606190465,0,0,0,0,0,10.4113252971265,8.22136961033918,5.86309563434644,3.32074533805848,0.317120005176826,0,0,0,0,0,12.8305424279284,12.7065375805365,12.5281297117245,12.2711603832362,6.27236219271821,0,0,0,0,0,1.7,1.85,1.15,196.734409832233,356.363095238095,4.527,7.10778000740365,5.15,
TRAIN-173,12.2771836707622,13.9021132532965,15.727076664482,17.7649487584439,20.0212975582639,9.22033509625314,0,0,0,0,10.3250556090822,8.59643359885454,6.76481443243254,4.82055145361941,2.76073791631897,0.2439130099605,0,0,0,0,12.8603119192101,12.762684233895,12.6324208557246,12.4584086056493,12.2260329616468,4.88578445894315,0,0,0,0,1.7,1.85,1.15,196.56087490059,356.363095238095,5.41,7.49381317252772,5.67,
TRAIN-174,12.3719460641613,13.9898102560583,15.8031223179029,17.823388198999,20.0545732196819,17.9674788789113,0,0,0,0,10.1980731166763,8.48373951153679,6.66953831920132,4.74707372781235,2.71490266364777,0.466693785671392,0,0,0,0,12.8792871642249,12.7798984980942,12.6477859464106,12.4720172766174,12.2383166712186,9.53088851890961,0,0,0,0,1.7,1.85,1.15,185.911333254288,356.363095238095,5.799,7.55312535009718,5.76,
TRAIN-175,16.4226187280524,17.9002066098583,19.4864250904423,21.1788233128439,22.9701389962497,24.8466292622032,1.7946791553781,0,0,0,10.1136216504554,8.60752019244995,7.05524640732732,5.46018253692707,3.83002435416203,2.17834759995351,0.0352651713984171,0,0,0,8.82516201578273,8.71572576622844,8.58201305776749,8.41882131487533,8.22006936707088,7.97882379222649,0.515059376344757,0,0,0,1.7,1.85,1.15,204.865696716485,291.0625,6.067,8.9401619053761,6.15,
TRAIN-176,17.6789111304032,19.0911513240983,20.5871923657482,22.161433899297,23.8040320588865,25.4998272015217,26.6555454433214,0,0,0,9.01497689476498,7.62582734356683,6.20840907206814,4.76911852088177,3.31820990106767,1.87079919911628,0.438441180433192,0,0,0,8.58064684373539,8.45132732666809,8.29671638250829,8.11219470387912,7.89256263502041,7.63212504284565,7.17105211826515,0,0,0,1.7,1.85,1.15,194.254683779317,291.0625,6.979,9.36905422838855,5.85,
TRAIN-177,14.4013324780736,16.3475204134256,18.5337153452018,20.9706989643599,23.6559955065711,24.8643314350372,0,0,0,0,12.7389122732881,10.6026928536436,8.33825666315241,5.93471662113401,3.3917620369517,0.681755574240364,0,0,0,0,8.47626339717155,8.3990037769366,8.29463301117115,8.15353563239861,7.96308029990074,7.21401271341068,0,0,0,0,1.7,1.85,1.15,200.984068976794,291.0625,5.936,8.62998246975511,5.28,
TRAIN-178,18.0765431301744,19.4917535810746,20.9859167070888,22.5520970642127,24.1789288922723,25.8495975032944,7.71145820921469,0,0,0,9.0181010685343,7.61888285297538,6.19386200999859,4.75018808331786,3.29894155014744,1.85607617677158,0.124121939232417,0,0,0,8.17576715953163,8.05489024350136,7.9108582480165,7.73960156894394,7.53660399129023,7.29700966343459,1.96443062737879,0,0,0,1.7,1.85,1.15,175.019447918583,324.365740740741,6.28,8.89359595299943,6.1,
TRAIN-179,15.8516776518858,17.7619250715143,19.8658989143875,22.1604828512739,24.6280651448204,25.9770378149808,0,0,0,0,11.6577543461291,9.62560194414146,7.49786926205171,5.27670216107653,2.97635947847109,0.600685072140682,0,0,0,0,7.97750302570823,7.88521210815123,7.76471119177726,7.60763054123787,7.4036833696526,6.81235181158887,0,0,0,0,1.7,1.85,1.15,169.90852787095,324.365740740741,5.954,9.09419936373493,6.09,
TRAIN-180,14.5947087326735,16.2006771681756,17.9679574118247,19.9029709893484,22.006729590449,24.2716071458494,7.3628909531886,0,0,0,12.6433304350561,10.8761222303178,9.02378487937104,7.0799618518149,5.04249134795752,2.91633405914232,0.19803121771463,0,0,0,8.36412196415748,8.3014500561294,8.22122642100295,8.11847879860338,7.98696160161886,7.81899735166432,2.099106282956,0,0,0,1.7,1.85,1.15,200.571904927862,324.365740740741,6.276,9.00165897941184,5.99,
TRAIN-181,16.6648592861599,18.3646842177423,20.1977605042588,22.1553125669587,24.2186217642086,25.6178187960365,0,0,0,0,9.24617484801393,7.56045050310787,5.82480077225043,4.04957033710384,2.25419772297654,0.457118293129124,0,0,0,0,9.38970955342565,9.2408251637296,9.05438977386572,8.82151687480953,8.53187594099271,7.94510624243435,0,0,0,0,1.7,1.85,1.15,208.484417443974,356.363095238095,5.972,7.92291974072786,5.16,
TRAIN-182,13.8459277158627,15.4304661019942,17.1843714430965,19.1171517486997,21.2335802422538,23.5303765065929,19.9875955631813,0,0,0,12.8141979864165,11.0497119523389,9.19392399958969,7.23753507837355,5.17473872316275,3.00622042072057,0.571670513157155,0,0,0,8.98050067046625,8.92352000069296,8.84981774679813,8.75437553253861,8.63077069800486,8.47093759938509,6.35582050712939,0,0,0,1.7,1.85,1.15,209.498473039859,356.363095238095,6.769,9.01475135705926,5.92,
TRAIN-183,11.3871439263425,13.3898981744616,15.752813760991,18.5353133830884,21.7966668468889,23.5620853102938,0,0,0,0,16.1125505450692,13.6584432837448,10.9913314493182,8.04900305568256,4.76248078268637,0.981776810433976,0,0,0,0,8.62371640084579,8.60608364881485,8.57825595647044,8.53405756397656,8.46356142194282,7.69135375014166,0,0,0,0,1.7,1.85,1.15,219.381833138764,356.363095238095,5.921,8.23688142187857,6,
TRAIN-184,12.9506093906177,14.926654149632,17.1942098824158,19.7819108933843,22.7079875000952,24.591739593941,0,0,0,0,14.1521394288867,11.8783028007945,9.43811821515331,6.80162981662172,3.94510181802942,0.816219418804655,0,0,0,0,8.7062502954325,8.65902670301413,8.59216821788664,8.49717255520722,8.36201922386225,7.73718449996947,0,0,0,0,1.7,1.85,1.15,208.184996245379,356.363095238095,5.947,7.60935038606376,5.48,
TRAIN-185,17.7495454868332,20.3344646027976,23.25749999832,26.5252141488046,30.1125469534769,31.2598149654906,0,0,0,0,18.3038465029869,15.2628194227134,12.0241238155505,8.5681159395698,4.89597102578693,0.96583099786816,0,0,0,0,0.0115632341784148,0.0114516044154293,0.0112950739430104,0.0110755951209021,0.0107691932744244,0.00952876818137441,0,0,0,0,1.7,1.85,1.15,215.48675262118,291.0625,5.921,10.5145211623588,6,
TRAIN-186,18.2751363442391,20.8344057489646,23.7060751573561,26.8882271720228,30.3469603126289,32.1955620880052,0,0,0,0,17.6929783684717,14.7116648030006,11.5495111245789,8.19521147651563,4.65954628010415,0.939743568715286,0,0,0,0,0.0117565502376392,0.0116273030024655,0.011448802856662,0.0112025597675641,0.0108646976957455,0.00985501453717246,0,0,0,0,1.7,1.85,1.15,217.316013757763,291.0625,5.947,10.1953576174063,5.48,
